contract-number,award-date,expiry-date,gsin,gsin-description_en,supplier-legal-name,supplier-address-city,supplier-address-prov-state,supplier-address-postal-code,supplier-address-country,organization-employee-count_en,total-contract-value,end-user-entity_en,contracting-entity-office-name_en,contracting-address-city,contracting-address-prov-state,contracting-address-postal-code,contracting-address-country
E60ZT-18TSSO-077-ZT,2019-04-15T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",Eagle Professional Resources Inc,Ottawa,Ontario,K1P5V5,Canada,50 to 99 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-078-ZT,2019-04-15T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",EDWARD T JACKSON & ASSOCIATES LTD,Ottawa,Ontario,K1L8B4,Canada,5 to 9 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-079-ZT,2019-04-15T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",EMERION,Ottawa,Ontario,K1N7G3,Canada,5 to 9 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-080-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",Etico Inc.,Ottawa,Ontario,K1P5G3,Canada,5 to 9 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-081-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services","EVISION INC., SOFTSIM TECHNOLOGIES INC, IN JOINT VENTURE",Montreal,Quebec,H2Y2M2,Canada,20 to 49 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-082-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",EXCEL HUMAN RESOURCES INC.,Ottawa,Ontario,K1P5N4,Canada,50 to 99 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-083-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",FERENCE & COMPANY CONSULTING LTD.,Vancouver,British Columbia,V6B4M9,Canada,10 to 19 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-084-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",Fifalde Consulting Inc.,Navan,Ontario,K4B1M5,Canada,1 to 4 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-085-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",Fiscal Realities Economists Ltd.,Kamloops,British Columbia,V2H1H1,Canada,5 to 9 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-086-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",FMC Professionals Inc.,Gatineau,Quebec,J8X2B9,Canada,1 to 4 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-087-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",G. Bird Holdings Inc.,Ottawa,Ontario,K1Y3B8,Canada,5 to 9 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-088-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",GasTOPS Ltd,Ottawa,Ontario,K1J9J3,Canada,100 to 199 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-089-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",GEF Consulting Inc.,Toronto,Ontario,M5C1X6,Canada,1 to 4 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-090-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",Global Advantage Consulting Group Inc. (Ottawa),Manotick,Ontario,K4M1M1,Canada,1 to 4 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-091-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",Goss Gilroy Inc.,Ottawa,Ontario,K2P1P1,Canada,20 to 49 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-092-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",GPS Global Professional Services Inc.,Nepean,Ontario,K2J4E7,Canada,1 to 4 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-093-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",Gris Orange Consultant Inc.,Montreal,Quebec,H2X3K4,Canada,Self-employed,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-094-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",ALITHYA CANADA INC,Gatineau,Quebec,J8Y3B5,Canada,500 to 999 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-095-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",GROUPE INTERSOL GROUP LTEE,Ottawa,Ontario,K2P1C3,Canada,10 to 19 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-096-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",G W DELORME MANAGEMENT LTD,Kanata,Ontario,K2M2L4,Canada,1 to 4 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-097-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",Hackett Consulting Inc.,Kemptville,Ontario,K0G1J0,Canada,Self-employed,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-098-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",HDP Group Inc.,Ottawa,Ontario,K1C7H8,Canada,50 to 99 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-099-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",HOLONICS INC.,Ottawa,Ontario,K2P0T6,Canada,5 to 9 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-100-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",HubSpoke Inc.,Ottawa,Ontario,K1S1N4,Canada,1 to 4 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-101-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",Human Resource Systems Group Ltd.,Ottawa,Ontario,K2E8A9,Canada,20 to 49 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-102-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",I4C INFORMATION TECHNOLOGY CONSULTING INC,Kanata,Ontario,K2K0J7,Canada,10 to 19 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-103-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",IBISKA Telecom Inc.,Ottawa,Ontario,K1P5G4,Canada,20 to 49 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-104-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",Icegate Solutions Inc.,Ottawa,Ontario,K4A4C2,Canada,1 to 4 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-105-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",InfoMagnetics Technologies Corporation,Winnipeg,Manitoba,R3C3Z5,Canada,10 to 19 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-106-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",Information Management and Technology Consultants Inc.,Ottawa,Ontario,K1Y1C7,Canada,10 to 19 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-107-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",Integra Networks Corporation,Ottawa,Ontario,K1B0A9,Canada,20 to 49 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-108-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",InterGroup Consultants Ltd.,Winnipeg,Manitoba,R3B2A9,Canada,20 to 49 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-109-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",International Development Management Advisory Group Inc.,Ottawa,Ontario,K1M1Z1,Canada,20 to 49 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-110-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",Interplay Creative Media Inc,Ottawa,Ontario,K1L5T5,Canada,1 to 4 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-111-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services","Isheva Inc., Ranakan Inc. in JOINT VENTURE",Toronto,Ontario,M6N5G2,Canada,5 to 9 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-112-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",IT-Net-Ottawa Inc.,Ottawa,Ontario,K2P2P8,Canada,100 to 199 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-113-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",Janique Simard-Ouellette,Orleans,Ontario,K4A3G4,Canada,1 to 4 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-114-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services","KOROC Consulting Inc., Isheva Inc., in JOINT VENTURE",Kanata,Ontario,K2W1B7,Canada,1 to 4 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-115-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",KPMG LLP,Ottawa,Ontario,K2P2P8,Canada,200 to 499 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-116-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",LANNICK CONTRACT SOLUTIONS INC.,Ottawa,Ontario,K1S3T4,Canada,10 to 19 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-117-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",Lansdowne Technologies Inc.,Ottawa,Ontario,K1P5H9,Canada,10 to 19 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-118-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services","Le Groupe Conseil Bronson Consulting Group, Inc.",Ottawa,Ontario,K1S1Y9,Canada,1 to 4 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-119-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",LE GROUPE CONSEIL BAASTEL LTEE,Gatineau,Quebec,J8X2L7,Canada,10 to 19 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-120-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",Leo-Pisces Services Group Inc.,Brampton,Ontario,L6Y5A1,Canada,5 to 9 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-121-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",Les Entreprises Norleaf Networks Inc,Gatineau,Quebec,J8Y2V5,Canada,10 to 19 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-122-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",Leverage Technology Resources Inc.,OTTAWA,Ontario,K2P0C2,Canada,10 to 19 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-123-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",Longo&Associates,Oxford Mills,Ontario,K0G1S0,Canada,10 to 19 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-124-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",Lotic Consulting Ltd.,Cantley,Quebec,J8V3M5,Canada,1 to 4 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-125-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",LOUIS TANGUAY INFORMATIQUE INC.,Québec,Quebec,G2K2E4,Canada,10 to 19 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-126-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",Lumina IT Inc.,Ottawa,Ontario,K2E8B2,Canada,1 to 4 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-127-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services","LUMINA IT INC., C B -Z INC IN JOINT VENTURE",Ottawa,Ontario,K2E8B2,Canada,5 to 9 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-128-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",MacKinnon-Charlton Limited Management Consultants,OTTAWA,Ontario,K1G5J9,Canada,1 to 4 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-129-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",Macogep inc.,Montrial,Quebec,H3B3W1,Canada,50 to 99 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-130-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",Madeleine Duford,Mountain,Ontario,K0E1S0,Canada,1 to 4 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-131-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services","Makwa Resourcing Inc., TPG Technology Consulting Ltd, in JOINT VENTURE",Kanata,Ontario,K2W1B7,Canada,1 to 4 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
E60ZT-18TSSO-132-ZT,2019-04-16T00:00:00Z,2021-05-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",MAPLEFOX PROJECTS INC.,Ottawa,Ontario,K1N5G2,Canada,1 to 4 employees,0,Public Works and Government Services Canada,PROF SERV-BUSINESS INITIATIVES,GATINEAU,Quebec,K1A0S5,Canada
